G,element_length,p,f_int[0],f_int[1],f_ext[0],kte[00],kte[01],kte[11]
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
99126.3081143363,1,70,2.8000000000000036e+03,-1.8990187582825752e+03,2800.0,1372410.3677392704,-1440152.5283648851,1568153.3903640884
99126.3081143363,2,70,1.899018758282569e+03,-9.696103918189503e+02,0.0,1200983.6434680938,-1264648.2571007311,1396726.6660929113
99126.3081143363,3,70,9.696103918189528e+02,-6.528054939295051e-14,0.0,1080134.9508276274,-1140179.690194365,1275877.9734524451
53305.310655386034,1,35.0,6.99999999999998e+02,-4.747546895706404e+02,1400.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,35.0,4.7475468957064305e+02,-2.4240259795473827e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,35.0,2.4240259795473912e+02,-8.601187744299042e-13,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,52.5,1.399999999999999e+03,-9.495093791412844e+02,2100.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,52.5,9.495093791412812e+02,-4.848051959094712e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,52.5,4.8480519590947654e+02,1.605201310845564e-13,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.100000000000004e+03,-1.4242640687119333e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.4242640687119265e+03,-7.272077938642121e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,7.272077938642174e+02,-3.0681015287259695e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.7999999999999877e+03,-1.8990187582825572e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282574e+03,-9.696103918189558e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189502e+02,3.38284522554659e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.799999999999998e+03,-1.8990187582825688e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282575e+03,-9.696103918189567e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189514e+02,1.6265889371133145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.800000000000008e+03,-1.89901875828258e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825756e+03,-9.696103918189579e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189518e+02,9.982456396842155e-13,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.800000000000001e+03,-1.8990187582825722e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825702e+03,-9.69610391818952e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189518e+02,9.982456396842155e-13,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.7999999999999986e+03,-1.89901875828257e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825695e+03,-9.696103918189511e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189514e+02,1.6265889371133145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.799999999999998e+03,-1.8990187582825688e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282574e+03,-9.696103918189558e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189505e+02,2.754501928117491e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.7999999999999986e+03,-1.89901875828257e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825695e+03,-9.696103918189511e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189552e+02,-2.7632697202045145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.799999999999998e+03,-1.8990187582825688e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282574e+03,-9.696103918189558e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189552e+02,-2.7632697202045145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.7999999999999986e+03,-1.89901875828257e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825695e+03,-9.696103918189511e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189514e+02,1.6265889371133145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.799999999999998e+03,-1.8990187582825688e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282574e+03,-9.696103918189558e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189505e+02,2.754501928117491e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.7999999999999986e+03,-1.89901875828257e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825695e+03,-9.696103918189511e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189552e+02,-2.7632697202045145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.799999999999998e+03,-1.8990187582825688e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282574e+03,-9.696103918189558e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189552e+02,-2.7632697202045145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.7999999999999986e+03,-1.89901875828257e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825695e+03,-9.696103918189511e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189514e+02,1.6265889371133145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.799999999999998e+03,-1.8990187582825688e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282574e+03,-9.696103918189558e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189505e+02,2.754501928117491e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.7999999999999986e+03,-1.89901875828257e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.8990187582825695e+03,-9.696103918189511e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189552e+02,-2.7632697202045145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
53305.310655386034,1,70,2.799999999999998e+03,-1.8990187582825688e+03,2800.0,1142411.1088854582,-1270451.6826151537,1451650.3538688663
53305.310655386034,2,70,1.899018758282574e+03,-9.696103918189558e+02,0.0,991184.5089205273,-1115628.0147451642,1300423.7539039347
53305.310655386034,3,70,9.696103918189552e+02,-2.7632697202045145e-12,0.0,884576.0616324893,-1005826.2422631701,1193815.3066158977
144589.7288105941,1,35.0,6.999999999999999e+02,-4.7475468957064294e+02,1400.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,35.0,4.7475468957064163e+02,-2.4240259795473705e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,35.0,2.4240259795473705e+02,1.0916149727139348e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,52.5,1.3999999999999995e+03,-9.495093791412854e+02,2100.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,52.5,9.495093791412852e+02,-4.848051959094761e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,52.5,4.848051959094755e+02,7.558879637847901e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.1000000000000005e+03,-1.424264068711929e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.424264068711929e+03,-7.272077938642154e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,7.272077938642116e+02,2.984141298946831e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825708e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825704e+03,-9.696103918189522e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189535e+02,-1.0574396393879626e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.7999999999999955e+03,-1.899018758282566e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.899018758282575e+03,-9.69610391818956e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189533e+02,-4.360766391140072e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.800000000000003e+03,-1.8990187582825747e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.899018758282566e+03,-9.696103918189473e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189535e+02,-1.0574396393879626e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825708e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825752e+03,-9.69610391818957e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189535e+02,-1.0574396393879626e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.8000000000000027e+03,-1.899018758282574e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.899018758282568e+03,-9.696103918189489e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189533e+02,-4.360766391140072e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.8000000000000027e+03,-1.8990187582825743e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825727e+03,-9.696103918189543e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189507e+02,2.061771828761382e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825697e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825704e+03,-9.696103918189516e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189533e+02,-4.360766391140072e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825708e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825704e+03,-9.696103918189522e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189535e+02,-1.0574396393879626e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825697e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.899018758282575e+03,-9.69610391818956e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189533e+02,-4.360766391140072e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.800000000000003e+03,-1.8990187582825747e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825704e+03,-9.696103918189522e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.69610391818951e+02,1.5117759275695801e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.7999999999999955e+03,-1.8990187582825672e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825727e+03,-9.696103918189543e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189535e+02,-1.0574396393879626e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.8000000000000027e+03,-1.899018758282574e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825722e+03,-9.696103918189534e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189533e+02,-4.360766391140072e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825697e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825704e+03,-9.696103918189516e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189533e+02,-4.360766391140072e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825708e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825704e+03,-9.696103918189522e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189535e+02,-1.0574396393879626e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.799999999999999e+03,-1.8990187582825697e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.899018758282575e+03,-9.69610391818956e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.696103918189533e+02,-4.360766391140072e-13,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
144589.7288105941,1,70,2.800000000000003e+03,-1.8990187582825747e+03,2800.0,1837508.5375236946,-1899088.9736014693,2040130.8785779967
144589.7288105941,2,70,1.8990187582825704e+03,-9.696103918189522e+02,0.0,1611452.8972828393,-1667656.3858629093,1814075.2383371412
144589.7288105941,3,70,9.69610391818951e+02,1.5117759275695801e-12,0.0,1452093.0967426598,-1503523.1580858254,1654715.4377969617
32490.007929189116,1,35.0,7.000000000000144e+02,-4.747546895706598e+02,1400.0,2462388.3642959273,-2940519.4404955185,3541687.402968005
32490.007929189116,2,35.0,4.7475468957065766e+02,-2.4240259795475626e+02,0.0,2112367.373177588,-2582172.868602761,3191666.4118496645
32490.007929189116,3,35.0,2.4240259795474586e+02,-9.75329505620319e-12,0.0,1865617.169245214,-2328031.565157398,2944916.2079172907
32490.007929189116,1,52.5,1.4000000000000057e+03,-9.495093791412918e+02,2100.0,2462388.3642959273,-2940519.4404955185,3541687.402968005
32490.007929189116,2,52.5,9.495093791413027e+02,-4.8480519590949694e+02,0.0,2112367.373177588,-2582172.868602761,3191666.4118496645
32490.007929189116,3,52.5,4.84805195909483e+02,-7.991635949887362e-12,0.0,1865617.169245214,-2328031.565157398,2944916.2079172907
32490.007929189116,1,70,2.1000000000000255e+03,-1.424264068711959e+03,2800.0,2462388.3642959273,-2940519.4404955185,3541687.402968005
32490.007929189116,2,70,1.4242640687119385e+03,-7.272077938642263e+02,0.0,2112367.373177588,-2582172.868602761,3191666.4118496645
32490.007929189116,3,70,7.27207793864212e+02,3.69937641729909e-12,0.0,1865617.169245214,-2328031.565157398,2944916.2079172907
